Volatility 3 Framework 2.12.0

Offset	Name
0x1eb6c6f0	\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001
0x1eb6cdf0	\$Directory
0x1eb6d130	\Windows\SysWOW64\en-US\mshtml.dll.mui
0x1eb71ad0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Web.82d5542b#\3475c50f44413d4e4b36c4152b43b837\System.Web.RegularExpressions.ni.dll
0x1eb71f20	\$Mft
0x1eb72440	\Windows\SysWOW64\en-US\urlmon.dll.mui
0x1eb72650	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-CoreSystem-Net-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1eb73370	\Windows\SysWOW64\IPHLPAPI.DLL
0x1eb73cf0	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x1eb73e20	\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000002
0x1eb754e0	\Windows\System32\config\SOFTWARE.LOG1
0x1eb75770	\$Extend\$RmMetadata\$TxfLog\$TxfLog.blf
0x1eb76c50	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Media-Format-Package-avcore~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1eb774d0	\$Mft
0x1eb78270	\Windows\System32\winsrv.dll
0x1eb78a60	\$BitMap
0x1eb798a0	\$LogFile
0x1eb8b4a0	\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\UserTask-Roam
0x1eb8bf20	TxfLog
0x1eb8ee50	\$Directory
0x1eb8fdc0	\$ConvertToNonresident
0x1eb90ea0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Runt9064068c#\cab4c46773a123bd72b938cc405aed46\System.Runtime.Serialization.Formatters.Soap.ni.dll
0x1eb917e0	\Boot\BCD
0x1eb91bd0	\$Directory
0x1eb91f20	\Windows\System32\config\SYSTEM
0x1eb92c50	KtmLog
0x1eb93220	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x1eb939c0	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x1eb94d00	\Windows\System32\networkitemfactory.dll
0x1eb957c0	\Windows\System32\fdWSD.dll
0x1eb96050	\$Directory
0x1eb96250	\Windows\System32\en-US\csrss.exe.mui
0x1eb96650	\Users\Administrator\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\Desktop.ini
0x1eb969b0	\Users\Administrator\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0x1eb97420	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-RSAT-NIS-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1eb98070	\Windows\SysWOW64\KernelBase.dll
0x1eb98b70	\Boot\BCD.LOG
0x1eb98ce0	\SystemRoot\System32\Config\TxR\{e5687a49-d68c-11e1-a980-0026b955ae80}.TM
0x1eb996d0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Dire5d62f0a2#\35092bca5d9279de28e811920455526a\System.DirectoryServices.Protocols.ni.dll
0x1eb9a4d0	\Windows\System32\en-US\microsoft-windows-kernel-power-events.dll.mui
0x1eb9a620	\Windows\assembly\NativeImages_v4.0.30319_64\System.Servd1dec626#\12c21ca25c4306397b6e31838f7b174c\System.ServiceModel.Internals.ni.dll
0x1eb9a900	\Windows\assembly\NativeImages_v4.0.30319_64\System\e3305bdbd03ef919051aa7f2783ac32a\System.ni.dll
0x1eb9af20	\Windows\System32\en-US\winsrv.dll.mui
0x1eb9b070	\Windows\assembly\NativeImages_v4.0.30319_64\System.Draw0a54d252#\57a1437f4e8bbc52cb5d20316377d532\System.Drawing.Design.ni.dll
0x1eb9bf20	\Windows\System32\config\SYSTEM.LOG2
0x1eb9c760	\Windows\System32\shacct.dll
0x1eb9cc20	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTUBPM.etl
0x1eb9cf20	\Windows\System32\en-US\NetworkItemFactory.dll.mui
0x1eb9d5b0	\Windows\SysWOW64\uxtheme.dll
0x1eb9d700	\Windows\System32\mpr.dll
0x1eb9e480	\Windows\SysWOW64\lpk.dll
0x1eb9f070	\Windows\System32\wevtapi.dll
0x1eb9f260	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-RemoteFileSystems-DfsMgmt~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1eb9ff20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xaml.Hosting\17f93ac02f9cda34d1e60f4a39cd3e0a\System.Xaml.Hosting.ni.dll
0x1eba02f0	\Windows\System32\shlwapi.dll
0x1eba0a40	\Windows\assembly\NativeImages_v4.0.30319_64\UIAutomationTypes\796bd368f8f32cd37b5ebdf260639743\UIAutomationTypes.ni.dll
0x1eba0c40	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xaml\27a7631f3ec132d21f5d154e0f23a5a3\System.Xaml.ni.dll
0x1eba0f20	\Windows\System32\wsnmp32.dll
0x1eba1f20	\SwDevice
0x1eba2200	\Windows\System32\imm32.dll
0x1eba27c0	\Windows\System32\config\SOFTWARE.LOG2
0x1eba2f20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Transactions\57b80769b822e3d4c054cb7daafc06a1\System.Transactions.ni.dll
0x1eba37a0	\Windows\System32\dpapisrv.dll
0x1eba4380	\Users\Administrator\Documents\desktop.ini
0x1eba47d0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Servf73e6522#\7a22b0373a116dae0c7f22516de0ed30\System.ServiceModel.Web.ni.dll
0x1eba4c60	\Windows\assembly\NativeImages_v4.0.30319_64\System.Transactions\57b80769b822e3d4c054cb7daafc06a1\System.Transactions.ni.dll
0x1eba7480	\Windows\System32\user32.dll
0x1ebab340	\Windows\System32\config\TxR\{e5687a49-d68c-11e1-a980-0026b955ae80}.TMContainer00000000000000000002.regtrans-ms
0x1ebae520	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-StoreMgr%4Operational.evtx
0x1ebae790	\Windows\System32\wercplsupport.dll
0x1ebb1c60	\CMNotify
0x1ebb2680	\Windows\System32
0x1ebb3070	\Windows\System32\devrtl.dll
0x1ebb3220	\CMApi
0x1ebb4520	\Windows\assembly\NativeImages_v4.0.30319_64\System.Security\cfa2a4496399025cfa11ac8c62bbcefc\System.Security.ni.dll
0x1ebb4dd0	\Windows\System32\MdSched.exe
0x1ebb4f20	\Windows\System32\difxapi.dll
0x1ebb51d0	\Windows\System32\en-US\d2d1.dll.mui
0x1ebb5c30	\Windows\assembly\NativeImages_v4.0.30319_64\System.Configuration\2c4a573c7aca452ba199f833dc5a6b4d\System.Configuration.ni.dll
0x1ebb61d0	\Windows\System32\en-US\d2d1.dll.mui
0x1ebb6c30	\Windows\assembly\NativeImages_v4.0.30319_64\System.Configuration\2c4a573c7aca452ba199f833dc5a6b4d\System.Configuration.ni.dll
0x1ebba170	\InitShutdown
0x1ebba2c0	\InitShutdown
0x1ebbadd0	\Windows\System32\fdSSDP.dll
0x1ebbaf20	\Windows\System32\sxs.dll
0x1ebbb320	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Steps Recorder.lnk
0x1ebbb470	\Users\Administrator\AppData\Local\Microsoft\Windows\WebCache\V01.log
0x1ebbb5c0	\lsass
0x1ebbc200	\Windows\SysWOW64\urlmon.dll
0x1ebbc4b0	\Windows\SysWOW64\shlwapi.dll
0x1ebbc940	\Windows\SysWOW64\Wldap32.dll
0x1ebbd070	\Windows\System32\negoexts.dll
0x1ebbd870	\Windows\System32\efslsaext.dll
0x1ebbe070	\Windows\System32\oleaut32.dll
0x1ebbef20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Configuration\2c4a573c7aca452ba199f833dc5a6b4d\System.Configuration.ni.dll
0x1ebbf4e0	\Windows\SysWOW64\gdi32.dll
0x1ebbfd00	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-CoreSystem-Com-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1ebc0070	\Windows\assembly\NativeImages_v4.0.30319_64\System.Deployment\a1f7c9fdf1c3abfaaf9d821d200fc6da\System.Deployment.ni.dll
0x1ebc03a0	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.B3325a29b#\ba5d05eac7297412db5ea5fd97b28b36\Microsoft.Build.Framework.ni.dll
0x1ebc2070	\Windows\assembly\NativeImages_v4.0.30319_64\System.Drawing\acc5b07beef536f26da664ecfc145083\System.Drawing.ni.dll
0x1ebc2b10	\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db
0x1ebc2c60	\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db
0x1ebc3bd0	\Windows\System32\en-US\pnidui.dll.mui
0x1ebc3f20	\Windows\System32\cryptsp.dll
0x1ebc5070	\Windows\System32\normaliz.dll
0x1ebc55e0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\efd4817627484597aeebe7f19661660d\System.Numerics.ni.dll
0x1ebc5730	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.B83e9cb53#\f1f8fa0abdbe4b7a3906065bf567fce8\Microsoft.Build.Utilities.v4.0.ni.dll
0x1ebc6360	\Windows\System32\Wldap32.dll
0x1ebc65f0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xaml\27a7631f3ec132d21f5d154e0f23a5a3\System.Xaml.ni.dll
0x1ebc6990	\Windows\assembly\NativeImages_v4.0.30319_64\System.Iden1fe87377#\e8138265f2f1d3ae6880a730f8d83c04\System.IdentityModel.Services.ni.dll
0x1ebc6b20	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-HealthCertificateServer-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1ebc95a0	\Windows\SysWOW64\crypt32.dll
0x1ebcb480	\Windows\System32\en-US\sndvolsso.dll.mui
0x1ebcb890	\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\efd4817627484597aeebe7f19661660d\System.Numerics.ni.dll
0x1ebcce40	\Windows\System32\Drivers\etc
0x1ebcef20	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.9200.16384_none_418c2a697189c07f
0x1ebcf070	\Windows\System32\rpcrt4.dll
0x1ebcf320	\Windows\SysWOW64\sechost.dll
0x1ebcf7b0	\Windows\SysWOW64\kernel32.dll
0x1ebcfdc0	\Windows\System32\wow64win.dll
0x1ebd0a70	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx-VCRedist-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1ebd0d00	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx-Shared-WPF-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1ebd1250	\Windows\System32\drprov.dll
0x1ebd1650	\$Directory
0x1ebd1f20	\ProgramData\Microsoft\Windows\WER\ReportArchive
0x1ebd3440	\Windows\System32\logoncli.dll
0x1ebd3f20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Core\713a8c0e41e664d349efcc0cec7f5e86\System.Core.ni.dll
0x1ebd45d0	\Windows\System32\dnsapi.dll
0x1ebd4dd0	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-RemoteConnectionManager%4Admin.evtx
0x1ebd4f20	\Windows\System32\userenv.dll
0x1ebd5070	\eventlog
0x1ebd5bd0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Servd1dec626#\12c21ca25c4306397b6e31838f7b174c\System.ServiceModel.Internals.ni.dll
0x1ebd66b0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Data7706cdc8#\97c635c618600373d8a8b8736be7b77f\System.Data.DataSetExtensions.ni.dll
0x1ebd68b0	\Windows\System32\blbuires.dll
0x1ebd6c40	\$Directory
0x1ebd6d90	\Windows\System32\en-US\wevtapi.dll.mui
0x1ebd7440	\Windows\SysWOW64\ws2_32.dll
0x1ebd7590	\Windows\System32\psapi.dll
0x1ebd8ae0	\Windows\System32\en-US\nlasvc.dll.mui
0x1ebd8f20	\Windows\System32\setupapi.dll
0x1ebd9070	\Windows\System32\schannel.dll
0x1ebd9590	\Windows\System32\en-US\wevtsvc.dll.mui
0x1ebda2f0	\Windows\SysWOW64\mswsock.dll
0x1ebdc530	\Windows\System32\taskhost.exe
0x1ebdc680	\Device\HarddiskVolume2\Users\Administrator\NTUSER.DAT{e5687a62-d68c-11e1-a980-0026b955ae80}.TM
0x1ebdc7d0	\Windows\assembly\NativeImages_v4.0.30319_64\Presentatio49d6fefe#\b9a46064b578dd573b0441d9f42258a5\PresentationFramework-SystemXml.ni.dll
0x1ebdcbd0	\ProgramData\Microsoft\User Account Pictures\user.png
0x1ebdcf20	\$Directory
0x1ebdd2f0	\Endpoint
0x1ebdd740	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-MediaPlayer-Package-ua~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1ebdebd0	\$Directory
0x1ebded20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Servd1dec626#\12c21ca25c4306397b6e31838f7b174c\System.ServiceModel.Internals.ni.dll
0x1ebdf2f0	\Windows\System32\KBDUS.DLL
0x1ebdff20	\Windows\System32\lmhsvc.dll
0x1ebe0070	\Windows\System32\en-US\svchost.exe.mui
0x1ebe1510	\Windows\System32\Drivers\ndis.sys
0x1ebe3180	\Windows\WindowsShell.Manifest
0x1ebe3900	\Windows\System32\pku2u.dll
0x1ebe4360	\Windows\assembly\NativeImages_v4.0.30319_64\System.Configuration\2c4a573c7aca452ba199f833dc5a6b4d\System.Configuration.ni.dll
0x1ebe4560	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml\1db85b32a2f4b707a5bd7e73db977a39\System.Xml.ni.dll
0x1ebe4b90	\Windows\System32\kernel32.dll
0x1ebe4f20	\Windows\System32\nsi.dll
0x1ebe5650	\$Directory
0x1ebe6470	\Windows\SysWOW64\comdlg32.dll
0x1ebe6920	\$Directory
0x1ebe6f20	\Windows\System32\wow64.dll
0x1ebe7c30	\Windows\SysWOW64\winhttp.dll
0x1ebe8f20	\$Directory
0x1ebe9070	\Windows\System32\en-US\imapi2.dll.mui
0x1ebea070	\Windows\assembly\NativeImages_v4.0.30319_64\System.Configuration\2c4a573c7aca452ba199f833dc5a6b4d\System.Configuration.ni.dll
0x1ebea720	\Windows\en-US\explorer.exe.mui
0x1ebead20	\Windows\System32\en-US\iesetup.dll.mui
0x1ebeb170	\Windows\System32\config\SAM
0x1ebeb440	\Windows\assembly\NativeImages_v4.0.30319_64\System.Design\49fa4ec627716471b8c80e2b3d0d5250\System.Design.ni.dll
0x1ebec9f0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml.Linq\eb69afba08e5d836d734e88b4687851c\System.Xml.Linq.ni.dll
0x1ebed980	\Windows\assembly\NativeImages_v4.0.30319_64\System.IO.Log\d340482d4b9df0aed9780593d820a1cd\System.IO.Log.ni.dll
0x1ebee600	\Windows\System32\config\SAM.LOG2
0x1ebef400	\Windows\System32\comctl32.dll
0x1ebef8b0	\Windows\SysWOW64\devobj.dll
0x1ebefd40	\Windows\SysWOW64\imm32.dll
0x1ebf0230	\Windows\assembly\NativeImages_v4.0.30319_64\Presentatio49d6fefe#\b9a46064b578dd573b0441d9f42258a5\PresentationFramework-SystemXml.ni.dll
0x1ebf0970	\Windows\SysWOW64\msasn1.dll
0x1ebf1070	\Windows\assembly\NativeImages_v4.0.30319_64\System.Data.Services\5b4d801278619f15c5b08d5550a77149\System.Data.Services.ni.dll
0x1ebf18b0	\Windows\SysWOW64\imagehlp.dll
0x1ebf1d40	\Windows\SysWOW64\nsi.dll
0x1ebf2560	\Windows\assembly\NativeImages_v4.0.30319_64\System.Ente96d83b35#\1b0b4889b1ded359ba30796f83a6472b\System.EnterpriseServices.ni.dll
0x1ebf26b0	\Windows\System32\wpncore.dll
0x1ebf28d0	\Windows\System32\Drivers\en-US\luafv.sys.mui
0x1ebf2f20	\Users\Administrator\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\File Explorer.lnk
0x1ed31740	\Windows\System32\en-US\NetworkItemFactory.dll.mui
0x1ed31ab0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-FullServer-ExtraFoundation-Package-com~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1ed31e30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-FullServer-ExtraFoundation-Package-base~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1ed32050	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Hyper-V-Package-minkernel~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1ed32400	\Windows\assembly\NativeImages_v4.0.30319_64\System.Data16016462#\2d4a658cbefb9809c8835fd41d2cce4b\System.Data.Services.Design.ni.dll
0x1ed55900	\Windows\SysWOW64\en-US\whoami.exe.mui
0x1ed55d20	\Windows\Inf\netpacer.PNF
0x1ed57f20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Web.Routing\599cd3e9e9e8eea04798f97e1e57ab8c\System.Web.Routing.ni.dll
0x1f047990	\Windows\System32\basesrv.dll
0x1f04d890	\$MftMirr
0x1f04f8c0	\$Mft
0x1f04fca0	\$Directory
0x1f055890	\$LogFile
0x1f056d00	\$BitMap
0x1f057cc0	\Windows\System32\oleaccrc.dll
0x1f05dd20	\Windows\Fonts\StaticCache.dat
0x1f05e880	\$Directory
0x1f0628d0	\Windows\System32\config\SYSTEM.LOG1
0x1f067960	\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000002
0x1f067dc0	\Windows\Microsoft.NET\Framework64\v4.0.30319\clrjit.dll
0x1f068a20	\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001
0x1f068e20	\$Directory
0x1f069a20	\$Extend\$RmMetadata\$TxfLog\$TxfLog.blf
0x1f069f20	\Windows\System32\urlmon.dll
0x1f06cd70	KtmLog
0x1f06d990	\Device\HarddiskVolume2\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x1f06ecd0	\Device\HarddiskVolume2\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x1f070f20	\$Directory
0x1f071bb0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Serv14259fd9#\0a9b71f778d089452588165b7fd4d41d\System.ServiceModel.Activities.ni.dll
0x1f072c80	\Windows\SysWOW64\ntdll.dll
0x1f074e30	\$Directory
0x1f07af20	\Windows\System32\config\DEFAULT.LOG1
0x1f07ca90	\Windows\System32\Drivers\ataport.sys
0x1f07db70	\Windows\assembly\NativeImages_v4.0.30319_64\System.Web.Services\705ab787bfa5113a9dd4617220efcea3\System.Web.Services.ni.dll
0x1f07eaf0	\Windows\System32\locale.nls
0x1f07ecd0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-iSCSITarget-PowerShell-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1f080a90	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-BusinessScanning-ScanRepository-Package-base~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1f084890	\Windows\System32\ntdll.dll
0x1f08cf20	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-ActiveDirectory-PowerShell-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1f08ff20	\Windows\System32\config\TxR\{e5687a49-d68c-11e1-a980-0026b955ae80}.TMContainer00000000000000000001.regtrans-ms
0x1f090a90	\Windows\System32
0x1f096f20	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.B3325a29b#\ba5d05eac7297412db5ea5fd97b28b36\Microsoft.Build.Framework.ni.dll
0x1f097d70	\Windows\System32\csrss.exe
0x1f09ff20	\Windows\System32\apphelp.dll
0x1f0a1f20	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-DhcpServerRole-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1f0a3d20	\Windows\System32\csrsrv.dll
0x1f0a3f20	\Windows\System32\userinit.exe
0x1f0a5b80	\Windows\System32\en-US\eqossnap.dll.mui
0x1f0aec70	\Windows\System32\iertutil.dll
0x1f0aef20	\Windows\System32\lpk.dll
0x1f0c0f20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml.Linq\eb69afba08e5d836d734e88b4687851c\System.Xml.Linq.ni.dll
0x1f0c1ca0	\Windows\System32\en-US\qmgr.dll.mui
0x1f0c5c00	\Sessions\0\AppContainerNamedObjects
0x1f0c6c00	\Windows\System32\catroot2\edb.log
0x1f0cda50	\Windows\assembly\NativeImages_v4.0.30319_64\System.Servd1dec626#\12c21ca25c4306397b6e31838f7b174c\System.ServiceModel.Internals.ni.dll
0x1f0cebc0	\$Directory
0x1f0cfcd0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ImageBasedSetup-IE-Package-windows~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1f0d0890	\Windows\System32\smss.exe
0x1f0d4d90	\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db
0x1f0d4f20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Wind5abb17e9#\879d20b09ae3bc1f766269c86cd95820\System.Windows.Presentation.ni.dll
0x1f0e0270	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml.Linq\eb69afba08e5d836d734e88b4687851c\System.Xml.Linq.ni.dll
0x1f0e0610	\Windows\System32\Drivers\disk.sys
0x1f0e0aa0	TxfLog
0x1f0f6940	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl
0x1f0f6c00	\Users\Administrator\NTUSER.DAT{e5687a62-d68c-11e1-a980-0026b955ae80}.TMContainer00000000000000000002.regtrans-ms
0x1f0f7940	\$Directory
0x1f0f7a90	\Windows\System32\sechost.dll
0x1f0f7f20	\Windows\System32\SearchFolder.dll
0x1f0f9f20	\$Directory
0x1f102440	\Windows\assembly\NativeImages_v4.0.30319_64\System.Transactions\57b80769b822e3d4c054cb7daafc06a1\System.Transactions.ni.dll
0x1f103a90	\Windows\System32\winevt\Logs\Microsoft-Windows-TaskScheduler%4Maintenance.evtx
0x1f103cd0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-InternetExplorer-Package-ua~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1f104070	\$Directory
0x1f104240	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xaml\27a7631f3ec132d21f5d154e0f23a5a3\System.Xaml.ni.dll
0x1f105750	\Windows\Fonts\ega40woa.fon
0x1f105f20	\Windows\Fonts\cga80woa.fon
0x1f106630	\Windows\System32\WsmRes.dll
0x1f106dd0	\Windows\System32\chartv.dll
0x1f106f20	\Windows\Fonts\cga40woa.fon
0x1f1073b0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Data.Linq\8c0d55d3471818bb679cadd5ad9d6388\System.Data.Linq.ni.dll
0x1f107b70	\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\efd4817627484597aeebe7f19661660d\System.Numerics.ni.dll
0x1f1087c0	\Windows\Fonts\vgasys.fon
0x1f10b070	\Windows\assembly\NativeImages_v4.0.30319_64\System.Work0493292f#\cad58d646f6529a66bb4fd4c15e28eed\System.Workflow.Runtime.ni.dll
0x1f10b790	\$Directory
0x1f10bb70	\Windows\SysWOW64\dfscli.dll
0x1f10c9e0	\Windows\System32\wuaueng.dll
0x1f10d400	\Windows\SysWOW64\cfgmgr32.dll
0x1f10d750	\Windows\System32\WSDApi.dll
0x1f10da70	\Windows\System32\Taskmgr.exe
0x1f10dd20	\Windows\SysWOW64\dxgi.dll
0x1f10e260	\Windows\System32\hcproviders.dll
0x1f10e870	\Windows\SysWOW64\msctf.dll
0x1f10ed40	\Windows\SysWOW64\rpcrt4.dll
0x1f10f6b0	\Users\Public\Pictures\desktop.ini
0x1f110ba0	\Windows\System32\cryptbase.dll
0x1f1112d0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml\1db85b32a2f4b707a5bd7e73db977a39\System.Xml.ni.dll
0x1f112f20	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.9200.16384_none_418c2a697189c07f
0x1f113600	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.9200.16384_none_418c2a697189c07f
0x1f1142b0	\Program Files (x86)\Audacity\audacity.exe
0x1f1153b0	\$Directory
0x1f116600	\Windows\System32\Drivers\winnat.sys
0x1f117270	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Editions-ServerDatacenter-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1f117610	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Hyper-V-Management-PowerShell-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1f117cf0	\CMNotify
0x1f1194a0	\Windows\System32\ubpm.dll
0x1f1197b0	\Users\Administrator\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x1f119900	\Windows\Inf\netserv.PNF
0x1f11b7c0	\Windows\System32\SPInf.dll
0x1f11bf20	\Windows\System32\clusapi.dll
0x1f11c5c0	\Windows\Globalization\Sorting\SortDefault.nls
0x1f11c9c0	\InitShutdown
0x1f11d6f0	\Windows\System32\dwmcore.dll
0x1f11ddd0	\Windows\System32\SRH.dll
0x1f11e560	\Windows\SysWOW64\dhcpcsvc.dll
0x1f11eab0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\windows-legacy-whql.cat
0x1f11ee30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Windows-Defender-Group-Policy-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1f11f4e0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml.Linq\eb69afba08e5d836d734e88b4687851c\System.Xml.Linq.ni.dll
0x1f11f660	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{45889525-d6e0-11e1-b79d-001018953ae6}.TMContainer00000000000000000002.regtrans-ms
0x1f11fdc0	\Windows\System32\bcryptprimitives.dll
0x1f1209d0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xaml\27a7631f3ec132d21f5d154e0f23a5a3\System.Xaml.ni.dll
0x1f120bd0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Configuration\2c4a573c7aca452ba199f833dc5a6b4d\System.Configuration.ni.dll
0x1f120f20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Configuration\2c4a573c7aca452ba199f833dc5a6b4d\System.Configuration.ni.dll
0x1f122560	\Windows\System32\xolehlp.dll
0x1f122710	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Internet-Naming-Tools-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1f123070	\Windows\System32
